id,a1_r12,a1_r13,a1_r14,a1_r15,a1_r16
5102,36,94,82,15,46
5103,30,91,27,3,88
5104,49,6,6,56,20
5105,99,49,38,1,98
5106,72,21,23,58,51
5107,54,62,70,51,12
5108,87,22,17,75,30
5109,8,17,76,35,98
5110,8,98,10,12,78
5111,101,70,76,76,30
5112,85,46,28,70,82
5113,21,15,47,79,10
5114,89,80,89,41,93
5115,40,15,16,55,93
5116,28,46,40,98,49
5117,97,0,74,20,39
5118,84,99,87,40,33
5119,15,78,34,69,52
5120,79,31,36,43,43
5121,49,47,27,12,1
5122,72,53,63,54,70
5123,33,45,68,69,2
5124,48,67,18,33,48
5125,70,68,96,7,73
5126,85,26,38,52,11
5127,3,68,53,6,76
5128,75,71,91,48,72
5129,33,80,86,46,93
5130,25,82,75,54,70
5131,49,78,78,35,22
5132,100,97,23,87,35
5133,78,58,64,89,74
5134,93,79,56,2,11
5135,13,25,73,72,67
5136,93,97,46,38,44
5137,99,33,69,49,87
5138,73,54,56,37,91
5139,66,88,70,78,0
5140,72,95,28,93,60
5141,72,36,48,23,84
5142,78,19,38,2,5
5143,83,75,72,67,27
5144,91,24,59,70,26
5145,66,21,88,46,42
5146,90,22,39,13,4
5147,34,28,46,52,75
5148,15,34,69,34,11
5149,32,21,34,89,44
5150,27,97,20,90,51
5151,60,62,96,71,37
5152,74,11,73,76,27
5153,83,62,27,51,82
5154,40,81,5,33,93
5155,60,70,78,81,92
5156,84,24,98,53,62
5157,17,98,92,62,93
5158,47,63,2,79,58
5159,91,54,85,37,99
5160,74,77,27,10,5
5161,10,29,54,74,2
5162,68,97,92,77,32
5163,36,71,12,19,45
5164,2,49,24,43,41
5165,20,88,93,1,89
5166,49,52,80,83,88
5167,100,45,53,85,76
5168,3,84,78,1,31
5169,85,68,83,48,32
5170,94,10,1,28,87
5171,86,67,36,32,98
5172,12,9,36,66,71
5173,24,69,32,72,48
5174,50,40,65,18,24
5175,64,16,49,60,71
5176,13,13,70,41,87
5177,25,80,84,2,72
5178,85,22,26,32,69
5179,61,94,57,74,21
5180,45,35,87,2,101
5181,42,88,84,60,0
5182,35,27,39,26,22
5183,8,54,69,84,18
5184,100,12,93,31,48
5185,43,72,4,34,13
5186,40,26,89,10,24
5187,7,75,72,32,51
5188,19,92,20,65,48
5189,53,19,82,47,91
5190,9,39,30,85,38
5191,98,96,40,31,3
5192,91,101,39,34,88
5193,33,4,72,48,39
5194,71,76,98,10,86
5195,14,59,33,91,97
5196,28,47,39,56,62
5197,33,97,67,77,12
5198,91,3,78,39,36
5199,86,1,23,0,97
5200,77,29,43,37,30
5201,27,19,41,4,45
5202,46,57,70,12,34
5203,74,41,73,3,7
5204,67,53,36,60,64
5205,12,81,34,2,1
5206,99,96,30,101,46
5207,94,17,76,19,62
5208,76,81,38,25,95
5209,16,3,59,34,40
5210,61,78,35,74,50
5211,6,55,81,89,19
5212,95,33,51,86,86
5213,34,27,50,30,61
5214,15,25,66,31,3
5215,24,58,100,66,43
5216,34,62,87,30,33
5217,2,31,78,80,7
5218,10,69,61,64,27
5219,56,9,40,45,35
5220,85,42,44,8,79
5221,3,80,8,29,27
5222,42,80,5,42,68
5223,9,72,62,84,85
5224,37,86,86,31,97
5225,78,4,66,22,12
5226,46,67,96,76,92
5227,16,25,16,70,72
5228,5,26,54,67,34
5229,44,37,28,60,68
5230,86,99,11,15,32
5231,97,83,100,42,99
5232,6,60,8,50,75
5233,53,63,58,78,38
5234,1,75,47,29,45
5235,98,36,97,68,91
5236,43,37,46,57,43
5237,36,37,42,5,69
5238,64,87,19,51,55
5239,81,41,75,73,83
5240,92,37,43,45,27
5241,63,32,46,81,55
5242,46,68,70,4,46
5243,87,92,87,37,5
5244,41,35,24,53,72
5245,40,80,32,88,22
5246,74,49,13,56,81
5247,9,70,96,79,2
5248,81,100,93,84,47
5249,101,7,13,93,36
5250,99,100,67,24,61
5251,77,18,7,36,49
5252,78,89,39,28,65
5253,36,19,88,8,31
5254,65,14,81,17,44
5255,65,55,10,33,58
5256,89,38,47,40,13
5257,19,57,24,62,2
5258,56,6,3,95,75
5259,43,7,6,39,99
5260,4,40,43,73,94
5261,43,73,87,19,84
5262,38,31,44,58,7
5263,28,83,38,40,16
5264,22,88,6,11,84
5265,80,46,59,44,8
5266,79,76,25,58,73
5267,73,38,89,32,7
5268,5,85,13,20,13
5269,42,31,31,21,71
5270,94,33,76,13,16
5271,23,9,19,58,89
5272,3,86,58,82,75
5273,72,31,90,12,90
5274,82,79,87,25,66
5275,28,58,63,80,8
5276,68,83,37,75,84
5277,24,76,89,16,34
5278,6,62,67,48,48
5279,61,73,42,28,67
5280,77,13,67,69,85
5281,93,64,43,89,71
5282,97,89,84,67,19
5283,49,8,60,24,15
5284,31,44,86,24,81
5285,15,31,49,78,75
5286,98,63,73,35,2
5287,82,89,18,0,42
5288,55,93,4,52,34
5289,79,50,60,44,23
5290,16,11,1,31,51
5291,35,87,26,94,9
5292,55,9,22,100,44
5293,68,37,53,48,9
5294,97,45,72,69,94
5295,50,50,79,97,39
5296,89,53,16,93,88
5297,28,83,20,41,73
5298,98,75,43,46,29
5299,64,88,63,60,99
5300,47,9,71,69,17
5301,21,98,84,5,93
5302,60,78,33,29,0
5303,43,40,29,8,79
5304,21,53,18,17,49
5305,31,92,2,68,3
5306,12,36,98,36,16
5307,23,64,25,3,68
5308,12,31,19,81,40
5309,43,30,12,18,15
5310,46,30,10,64,73
5311,63,79,39,66,13
5312,21,43,1,95,54
5313,30,31,15,6,65
5314,84,44,62,56,7
5315,49,21,9,73,37
5316,28,92,14,28,39
5317,69,70,5,97,52
5318,2,3,65,98,22
5319,22,93,40,72,21
5320,33,35,72,69,69
5321,10,54,60,52,93
5322,41,3,12,8,57
5323,5,36,75,2,19
5324,17,78,62,92,44
5325,64,79,94,54,53
5326,19,52,1,40,59
5327,77,23,8,29,86
5328,27,79,55,38,4
5329,54,20,6,99,97
5330,55,64,86,82,72
5331,29,65,39,49,26
5332,56,42,51,42,26
5333,68,82,94,46,60
5334,50,75,30,80,6
5335,38,63,66,39,51
5336,39,6,9,53,24
5337,62,16,93,99,33
5338,82,30,53,59,11
5339,83,85,32,9,7
5340,63,81,18,78,77
5341,68,46,10,5,79
5342,73,40,66,74,24
5343,74,84,24,8,90
5344,92,55,82,30,48
5345,53,5,16,23,94
5346,24,51,38,69,54
5347,65,41,89,4,56
5348,39,7,66,51,10
5349,20,40,54,2,98
5350,91,46,72,46,43
5351,83,71,65,85,17
5352,17,40,74,45,75
5353,30,37,91,31,5
5354,91,95,50,20,56
5355,63,31,25,30,16
5356,3,49,44,97,35
5357,95,68,68,32,91
5358,40,52,4,82,37
5359,47,13,89,68,29
5360,72,31,50,99,63
5361,38,27,94,34,81
5362,17,1,69,22,6
5363,27,93,41,75,79
5364,100,87,29,58,55
5365,11,11,98,1,11
5366,94,54,36,8,63
5367,39,33,2,94,45
5368,8,15,97,47,27
5369,81,69,51,78,37
5370,69,62,39,40,71
5371,4,55,70,52,92
5372,30,64,40,99,27
5373,51,9,49,28,35
5374,47,8,42,69,38
5375,35,80,86,70,8
5376,51,57,16,98,74
5377,13,69,6,52,94
5378,91,3,78,24,4
5379,19,37,81,22,38
5380,49,44,71,15,68
5381,33,8,53,6,65
5382,74,3,7,38,6
5383,55,53,64,42,61
5384,30,14,75,95,74
5385,72,77,80,28,94
5386,87,60,81,88,44
5387,9,91,92,26,14
5388,88,86,91,86,51
5389,31,27,37,41,89
5390,71,76,80,80,22
5391,65,1,29,57,24
5392,5,16,50,95,90
5393,101,32,73,42,77
5394,12,8,89,21,30
5395,32,92,45,90,79
5396,96,87,99,25,70
5397,87,37,26,36,44
5398,88,15,40,56,22
5399,7,20,32,75,53
5400,21,14,51,85,28
5401,75,85,51,42,45
5402,97,71,78,94,34
5403,5,67,52,6,36
5404,78,36,35,19,84
5405,4,66,27,49,71
5406,75,101,17,60,45
5407,83,13,1,44,94
5408,30,54,90,78,53
5409,34,97,73,47,14
5410,20,38,69,48,1
5411,58,28,33,15,71
5412,80,36,57,85,87
5413,67,41,64,36,80
5414,27,98,8,6,18
5415,9,80,90,56,3
5416,62,7,2,82,50
5417,89,5,11,83,90
5418,91,86,88,54,78
5419,76,11,64,87,70
5420,1,29,18,49,46
5421,97,33,100,72,46
5422,93,69,67,11,37
5423,19,60,80,25,66
5424,49,24,36,68,96
5425,72,35,59,87,77
5426,61,5,19,17,46
5427,36,36,70,48,46
5428,40,36,43,22,75
5429,39,74,86,62,52
5430,68,47,83,40,4
5431,62,19,94,1,70
5432,30,89,78,29,8
5433,27,80,95,99,22
5434,43,7,74,29,36
5435,29,13,73,46,51
5436,91,10,94,48,57
5437,89,98,79,93,17
5438,49,3,46,71,6
5439,88,96,69,77,87
5440,80,50,41,81,33
5441,14,11,49,17,87
5442,33,59,37,67,88
5443,74,34,54,91,61
5444,81,85,76,46,98
5445,79,54,44,21,79
5446,22,94,40,79,47
5447,61,75,66,96,47
5448,12,82,4,56,61
5449,20,88,91,64,20
5450,59,89,58,37,46
5451,14,13,91,44,33
5452,52,21,76,66,64
5453,3,61,8,33,94
5454,33,5,56,92,46
5455,22,64,73,83,57
5456,71,52,53,2,65
5457,10,79,72,66,101
5458,13,86,65,68,74
5459,48,95,71,24,23
5460,7,15,48,78,38
5461,91,35,0,18,85
5462,30,53,48,80,97
5463,92,97,41,93,91
5464,23,67,26,100,24
5465,91,63,47,17,4
5466,49,6,58,28,84
5467,62,37,16,7,25
5468,11,42,39,69,78
5469,99,5,50,33,77
5470,21,97,60,72,60
5471,50,21,10,96,99
5472,37,31,89,37,86
5473,48,46,28,80,30
5474,37,28,76,74,93
5475,84,49,24,86,74
5476,15,35,54,87,30
5477,62,7,73,51,14
5478,98,53,69,30,78
5479,86,61,15,93,36
5480,81,100,91,26,68
5481,49,96,2,48,93
5482,11,99,55,35,42
5483,70,18,68,4,91
5484,13,97,39,1,90
5485,17,4,73,98,20
5486,14,55,25,58,56
5487,50,44,26,34,18
5488,43,16,20,70,3
5489,88,52,55,77,8
5490,89,78,76,35,56
5491,8,49,40,64,54
5492,0,45,73,64,43
5493,51,96,88,14,32
5494,27,30,14,39,32
5495,73,56,83,32,37
5496,93,69,25,68,37
5497,56,83,55,13,20
5498,100,2,62,1,78
5499,41,92,45,99,33
5500,65,97,26,36,78
5501,29,86,63,16,60
5502,2,33,61,41,40
5503,48,19,52,49,33
5504,100,30,28,32,87
5505,32,23,37,43,96
5506,92,43,92,54,35
5507,43,89,0,69,83
5508,35,95,61,77,83
5509,69,33,18,50,72
5510,51,23,76,96,20
5511,84,87,11,33,5
5512,54,70,81,19,27
5513,47,4,94,42,5
5514,5,49,65,96,49
5515,12,3,81,89,50
5516,31,7,64,15,48
5517,38,58,34,29,9
5518,68,55,43,93,22
5519,99,90,57,30,2
5520,11,26,22,10,60
5521,14,38,43,71,54
5522,26,36,14,35,32
5523,32,88,54,89,33
5524,59,91,16,73,15
5525,64,51,85,55,37
5526,53,90,53,46,94
5527,35,95,64,31,10
5528,77,83,46,91,79
5529,21,11,90,58,54
5530,49,38,63,32,6
5531,95,64,95,15,50
5532,60,47,12,25,37
5533,5,0,25,29,41
5534,95,91,73,93,17
5535,25,14,46,89,33
5536,6,28,19,36,49
5537,12,27,4,34,95
5538,36,72,19,14,89
5539,49,23,27,36,10
5540,88,0,38,79,69
5541,45,11,69,73,43
5542,69,13,45,34,55
5543,48,55,41,59,31
5544,67,6,14,79,95
5545,98,42,42,6,87
5546,53,93,61,55,95
5547,73,7,55,93,70
5548,56,20,67,42,33
5549,11,59,100,97,12
5550,48,46,99,36,13
5551,61,20,69,38,56
5552,39,17,2,81,37
5553,53,20,86,60,31
5554,95,41,4,39,77
5555,54,100,61,33,77
5556,31,47,14,27,57
5557,89,41,54,5,10
5558,61,16,41,40,21
5559,6,33,59,62,79
5560,44,89,87,37,36
5561,84,85,15,48,63
5562,15,25,46,29,4
5563,71,14,64,28,75
5564,7,68,39,79,48
5565,31,44,41,61,5
5566,85,92,6,32,29
5567,77,80,41,59,61
5568,82,58,48,98,90
5569,86,53,100,88,44
5570,56,86,19,9,100
5571,77,24,69,72,54
5572,29,48,82,73,56
5573,28,39,49,6,46
5574,8,80,87,94,94
5575,22,83,79,14,86
5576,85,0,85,16,21
5577,57,32,65,20,8
5578,88,34,23,101,36
5579,24,43,91,35,65
5580,63,11,12,72,83
5581,24,5,43,75,81
5582,48,42,90,12,96
5583,17,38,74,57,64
5584,73,63,88,76,56
5585,93,21,101,39,11
5586,7,47,35,58,91
5587,1,31,40,69,56
5588,89,6,59,47,30
5589,76,83,45,51,36
5590,27,17,58,34,76
5591,62,33,85,70,56
5592,31,37,65,55,65
5593,2,40,32,98,47
5594,48,49,30,12,100
5595,36,70,87,3,73
5596,28,86,31,4,47
5597,68,47,1,43,73
5598,57,54,86,18,19
5599,75,13,56,63,30
5600,39,2,29,3,37
5601,19,68,2,25,47
5602,51,18,22,97,84
5603,7,0,100,2,74
5604,21,85,62,38,72
5605,41,6,87,7,60
5606,49,82,47,33,70
5607,58,49,35,88,71
5608,77,16,75,69,15
5609,87,4,39,57,29
5610,10,38,46,51,18
5611,99,59,91,30,88
5612,31,10,78,70,8
5613,35,85,52,75,11
5614,72,73,75,21,8
5615,44,62,12,99,18
5616,53,7,39,29,80
5617,32,1,65,59,87
5618,86,57,55,11,1
5619,59,54,95,74,10
5620,83,27,4,87,17
5621,44,8,66,28,73
5622,76,98,70,65,15
5623,56,47,60,48,6
5624,12,35,95,19,99
5625,14,5,69,64,76
5626,95,82,77,29,28
5627,54,100,13,45,16
5628,19,16,47,91,55
5629,29,76,67,28,78
5630,83,56,11,10,25
5631,26,96,13,12,19
5632,59,48,55,40,63
5633,73,94,16,49,60
5634,47,81,89,43,24
5635,46,77,51,6,49
5636,57,80,79,68,78
5637,1,31,93,85,32
5638,45,55,92,73,79
5639,26,23,80,91,81
5640,44,31,3,47,57
5641,42,27,69,97,23
5642,78,93,76,39,63
5643,47,36,100,97,11
5644,78,9,60,0,100
5645,75,87,77,29,82
5646,21,79,62,73,92
5647,40,100,51,35,62
5648,3,51,62,61,88
5649,86,3,8,1,41
5650,26,25,45,92,95
5651,5,48,94,27,41
5652,56,76,68,28,31
5653,37,15,40,43,80
5654,92,20,29,64,96
5655,89,71,27,75,57
5656,47,42,82,33,73
5657,8,42,18,65,101
5658,21,37,22,13,73
5659,1,73,88,17,14
5660,57,89,43,75,26
5661,9,86,71,14,78
5662,52,48,48,77,73
5663,3,51,94,50,72
5664,56,18,20,37,18
5665,59,17,21,26,77
5666,28,90,79,91,69
5667,93,3,96,10,26
5668,85,8,0,54,66
5669,73,17,40,32,99
5670,19,52,90,5,45
5671,99,49,57,21,95
5672,22,2,48,77,65
5673,49,36,52,96,44
5674,60,17,75,55,89
5675,87,17,75,44,82
5676,89,34,60,63,31
5677,98,32,20,69,20
5678,39,23,73,24,6
5679,84,74,24,23,100
5680,0,50,88,13,44
5681,47,65,91,22,68
5682,24,59,13,42,41
5683,31,19,43,23,97
5684,70,36,87,54,2
5685,49,71,49,83,97
5686,51,18,61,72,36
5687,14,68,79,17,36
5688,67,52,71,26,62
5689,14,2,81,9,4
5690,80,16,9,75,98
5691,7,6,33,91,65
5692,6,71,0,54,64
5693,88,16,4,16,39
5694,75,53,41,55,42
5695,42,32,91,38,0
5696,59,98,55,12,93
5697,67,36,57,95,84
5698,100,21,39,68,2
5699,72,37,11,34,65
5700,69,69,67,15,36
5701,24,95,92,56,77
5702,3,33,27,1,11
5703,46,66,76,83,24
5704,85,98,54,44,35
5705,39,97,94,47,79
5706,84,86,42,97,54
5707,10,23,86,53,44
5708,37,91,43,2,72
5709,73,50,97,56,80
5710,46,62,99,74,22
5711,16,96,38,1,97
5712,44,28,54,25,28
5713,91,74,90,95,2
5714,76,13,59,51,20
5715,45,52,33,65,67
5716,15,11,50,99,78
5717,88,10,15,86,0
5718,11,68,17,55,57
5719,47,38,67,50,90
5720,26,78,75,96,14
5721,17,70,28,94,47
5722,85,24,86,23,100
5723,89,13,47,73,26
5724,97,32,98,53,12
5725,9,4,46,14,27
5726,19,70,36,42,78
5727,75,64,72,53,96
5728,39,36,55,24,92
5729,35,53,87,89,99
5730,30,30,18,50,85
5731,72,11,86,62,90
5732,52,18,23,23,44
5733,26,1,17,32,41
5734,58,22,87,72,44
5735,2,28,22,29,61
5736,78,58,21,87,60
5737,101,3,38,11,33
5738,6,48,61,7,30
5739,41,87,1,28,24
5740,90,28,48,10,87
5741,85,76,71,34,17
5742,49,62,49,32,43
5743,42,41,26,6,29
5744,66,61,15,8,96
5745,47,61,33,50,54
5746,17,64,24,48,25
5747,45,72,55,34,30
5748,5,53,46,63,97
5749,75,62,10,49,84
5750,79,58,32,98,40
5751,15,27,25,46,5
5752,44,48,88,80,21
5753,101,49,78,37,37
5754,96,8,70,50,42
5755,96,51,64,3,91
5756,87,85,40,93,3
5757,90,31,94,20,72
5758,5,72,91,42,41
5759,25,93,74,81,47
5760,51,51,35,39,69
5761,28,52,1,35,53
5762,84,93,84,64,6
5763,96,69,40,52,3
5764,70,69,72,12,85
5765,45,89,25,79,11
5766,14,15,77,19,76
5767,64,7,20,80,10
5768,35,43,23,91,1
5769,2,95,48,63,43
5770,24,3,23,76,63
5771,65,78,65,66,8
5772,97,97,40,65,28
5773,9,33,29,71,62
5774,93,23,65,98,4
5775,59,94,96,57,14
5776,52,76,70,47,40
5777,61,57,60,86,96
5778,43,97,48,63,66
5779,65,2,97,32,11
5780,30,28,62,49,23
5781,64,13,22,70,17
5782,81,36,86,51,84
5783,93,86,32,48,69
5784,2,26,10,31,25
5785,24,38,76,87,74
5786,23,65,85,10,35
5787,83,18,71,68,61
5788,9,45,7,7,19
5789,82,19,31,94,25
5790,6,49,64,44,13
5791,0,91,11,63,66
5792,34,9,58,39,36
5793,70,28,88,27,61
5794,12,56,52,62,98
5795,51,76,20,16,100
5796,88,1,84,6,51
5797,40,99,62,58,43
5798,93,73,70,0,12
5799,77,74,2,98,11
5800,78,59,43,80,73
5801,64,19,87,68,37
5802,29,3,6,49,97
5803,55,67,87,78,44
5804,6,74,58,7,8
5805,99,55,93,24,39
5806,33,49,48,83,3
5807,40,44,63,30,4
5808,28,31,78,83,9
5809,43,40,6,95,0
5810,27,64,5,88,75
5811,61,26,98,82,72
5812,5,71,23,26,73
5813,0,41,48,48,19
5814,57,21,81,89,43
5815,7,52,47,34,26
5816,81,32,10,33,85
5817,57,28,4,89,66
5818,77,78,3,9,47
5819,71,28,83,62,38
5820,41,70,85,93,81
5821,84,88,25,72,13
5822,52,15,19,57,86
5823,48,8,75,4,21
5824,55,13,89,62,52
5825,63,62,74,83,67
5826,42,71,16,88,20
5827,99,32,38,94,77
5828,31,9,88,12,28
5829,74,70,14,35,50
5830,6,4,76,95,15
5831,11,68,54,10,38
5832,76,100,25,71,36
5833,44,71,79,72,88
5834,20,24,48,52,79
5835,26,19,10,29,41
5836,31,57,82,36,44
5837,47,71,23,75,60
5838,25,45,45,23,93
5839,86,78,53,49,16
5840,61,54,25,88,94
5841,77,28,68,18,16
5842,23,20,90,97,73
5843,45,29,50,66,96
5844,57,33,42,47,11
5845,93,41,78,48,71
5846,38,50,37,69,8
5847,91,100,97,54,73
5848,39,51,81,60,24
5849,48,67,8,100,15
5850,80,27,73,98,64
5851,92,92,38,97,12
5852,9,44,47,9,84
5853,49,84,6,8,69
5854,49,89,29,39,75
5855,13,77,36,94,16
5856,28,91,97,94,23
5857,5,7,31,38,10
5858,55,94,37,86,28
5859,39,16,95,11,36
5860,26,55,45,19,13
5861,3,68,64,51,43
5862,68,6,60,1,41
5863,56,12,30,53,10
5864,26,44,52,45,78
5865,5,49,99,68,3
5866,74,64,52,99,33
5867,17,74,6,23,53
5868,46,19,17,63,5
5869,4,22,19,11,42
5870,70,14,53,22,63
5871,35,89,47,93,81
5872,72,31,47,12,54
5873,12,65,50,19,19
5874,5,31,27,62,86
5875,44,86,90,87,3
5876,77,25,3,80,19
5877,14,20,37,28,29
5878,91,68,29,34,33
5879,95,47,32,18,91
5880,26,28,88,28,45
5881,35,25,41,52,36
5882,91,7,62,6,10
5883,63,40,94,92,40
5884,46,96,92,71,91
5885,31,87,62,34,42
5886,51,22,20,96,95
5887,23,31,36,67,33
5888,9,20,83,97,17
5889,47,98,14,4,83
5890,62,63,15,91,72
5891,13,75,99,70,73
5892,101,52,67,16,68
5893,51,28,101,38,27
5894,97,60,86,27,34
5895,70,11,18,8,34
5896,25,54,39,100,16
5897,2,53,70,47,48
5898,5,62,18,14,73
5899,44,16,14,5,7
5900,75,76,84,86,5
5901,28,55,58,28,9
5902,10,62,94,53,51
5903,1,61,53,0,61
5904,73,41,61,22,13
5905,83,91,74,7,58
5906,66,21,76,13,40
5907,88,99,25,55,37
5908,94,47,75,86,50
5909,52,5,40,13,38
5910,57,48,77,31,21
5911,3,4,10,90,43
5912,30,3,7,20,40
5913,36,20,33,99,93
5914,79,80,66,24,39
5915,40,17,4,99,73
5916,7,25,36,0,21
5917,66,43,37,47,77
5918,21,77,33,45,34
5919,45,32,31,92,93
5920,26,99,69,58,40
5921,83,16,6,42,49
5922,35,8,87,62,60
5923,53,3,16,46,88
5924,17,60,14,56,3
5925,101,74,56,36,19
5926,88,45,10,27,61
5927,41,9,1,21,2
5928,66,42,16,20,29
5929,24,91,6,87,19
5930,45,83,75,78,52
5931,15,43,44,76,100
5932,91,88,4,4,46
5933,16,58,21,12,1
5934,32,79,98,43,69
5935,75,96,61,66,9
5936,57,79,96,42,5
5937,48,24,96,32,82
5938,30,13,47,44,40
5939,53,24,40,21,55
5940,21,101,51,77,99
5941,56,22,76,19,39
5942,97,6,44,73,79
5943,57,93,17,81,84
5944,23,99,93,72,36
5945,33,71,39,81,38
5946,76,50,5,63,60
5947,1,52,65,22,60
5948,14,63,45,63,18
5949,56,52,26,47,13
5950,15,56,62,45,66
5951,74,17,81,63,72
5952,15,16,70,20,53
5953,37,66,90,27,98
5954,49,92,22,28,19
5955,50,35,88,67,15
5956,2,92,39,56,61
5957,59,18,21,61,21
5958,75,59,53,24,63
5959,84,25,31,59,40
5960,97,85,17,1,17
5961,24,3,37,56,77
5962,63,2,82,61,81
5963,64,41,39,29,12
5964,14,42,95,5,85
5965,91,43,39,27,70
5966,72,83,68,91,70
5967,60,28,15,47,4
5968,92,31,17,13,25
5969,71,16,89,41,30
5970,67,71,45,68,80
5971,82,18,12,13,75
5972,80,70,95,70,90
5973,30,78,92,49,100
5974,85,27,37,65,22
5975,90,94,20,77,51
5976,55,57,33,34,75
5977,36,83,78,39,8
5978,6,91,13,9,88
5979,92,13,43,61,59
5980,42,21,52,67,59
5981,99,18,34,16,56
5982,70,14,19,45,42
5983,54,76,56,95,90
5984,19,53,95,68,96
5985,48,16,82,57,72
5986,77,91,100,27,26
5987,18,42,98,33,24
5988,61,83,87,52,78
5989,41,53,7,28,11
5990,1,27,77,47,9
5991,34,89,91,60,88
5992,42,40,91,47,22
5993,61,53,81,51,52
5994,86,60,70,91,71
5995,10,73,33,59,93
5996,46,81,93,17,9
5997,56,65,24,58,39
5998,59,46,87,15,60
5999,20,64,7,52,87
6000,45,89,82,69,85
6001,21,5,57,13,59
6002,64,91,88,100,101
6003,64,40,36,34,38
6004,88,94,52,5,92
6005,23,22,33,13,4
6006,70,17,34,74,7
6007,19,34,9,22,80
6008,47,80,72,33,34
6009,46,65,53,74,75
6010,75,15,92,7,100
6011,79,17,45,30,50
6012,24,50,59,28,45
6013,32,77,93,59,68
6014,84,68,19,12,35
6015,82,57,47,85,29
6016,31,35,26,33,23
6017,66,80,100,25,45
6018,45,12,94,78,30
6019,54,25,19,80,85
6020,58,10,68,8,20
6021,53,61,8,100,61
6022,43,10,14,95,21
6023,8,25,57,27,55
6024,32,76,83,17,4
6025,53,53,96,66,55
6026,36,61,63,2,22
6027,25,87,46,88,3
6028,67,87,35,59,19
6029,94,41,83,6,86
6030,35,69,55,19,22
6031,91,1,91,16,38
6032,55,35,56,14,89
6033,92,78,39,61,61
6034,69,54,69,81,25
6035,96,91,40,92,10
6036,98,5,57,15,71
6037,38,90,57,41,39
6038,30,96,37,90,67
6039,83,83,13,29,74
6040,59,63,82,81,72
6041,67,37,12,83,43
6042,72,15,31,28,89
6043,89,5,69,57,95
6044,11,24,31,59,23
6045,56,38,22,50,97
6046,42,66,21,100,39
6047,0,1,1,70,22
6048,76,14,99,24,76
6049,66,100,87,64,9
6050,98,78,100,24,26
6051,85,17,87,100,84
6052,70,98,99,40,3
6053,35,53,99,71,60
6054,48,38,42,33,52
6055,89,5,48,95,87
6056,67,48,20,100,38
6057,76,97,95,48,66
6058,30,27,69,30,62
6059,33,70,17,80,65
6060,22,69,1,100,26
6061,18,51,45,0,18
6062,43,24,73,42,35
6063,70,34,97,8,46
6064,38,81,57,48,70
6065,85,50,21,62,94
6066,66,84,61,82,12
6067,23,17,16,74,50
6068,72,87,97,91,54
6069,41,83,69,89,43
6070,9,96,95,39,77
6071,52,18,33,81,12
6072,53,48,43,101,49
6073,8,59,66,62,44
6074,63,78,85,22,92
6075,27,92,79,73,49
6076,6,57,21,78,73
6077,16,53,98,50,41
6078,84,78,76,9,1
6079,80,22,87,97,73
6080,60,58,95,94,88
6081,52,25,46,57,54
6082,22,89,19,84,67
6083,32,63,59,71,3
6084,40,67,43,12,14
6085,3,61,47,73,20
6086,22,15,45,26,45
6087,62,49,7,18,17
6088,89,91,99,99,87
6089,30,9,94,64,55
6090,25,51,62,52,62
6091,13,9,21,26,75
6092,76,4,68,58,85
6093,39,18,15,20,52
6094,92,32,10,63,35
6095,76,20,97,37,82
6096,27,59,37,3,69
6097,67,4,18,91,18
6098,91,36,81,48,10
6099,68,13,78,95,21
6100,56,30,65,38,7
6101,16,33,90,18,7
6102,61,50,3,79,52
6103,98,96,21,93,98
6104,44,96,50,78,55
6105,56,8,91,69,35
6106,83,7,25,84,98
6107,65,16,3,40,18
6108,53,100,12,98,6
6109,88,74,21,99,43
6110,96,76,56,46,93
6111,54,38,87,22,92
6112,9,86,18,32,24
6113,20,73,68,49,56
6114,2,39,61,86,62
6115,15,10,90,81,100
6116,84,12,66,44,37
6117,92,7,5,52,77
6118,88,52,18,37,18
6119,53,79,17,39,13
6120,50,72,7,64,99
6121,66,35,69,76,40
6122,8,53,28,82,35
6123,14,11,63,37,13
6124,71,41,12,26,81
6125,69,81,11,89,32
6126,81,77,3,70,95
6127,60,58,47,2,73
6128,55,87,61,85,74
6129,20,33,35,56,28
6130,4,92,83,81,4
6131,1,42,73,21,20
6132,47,12,62,27,66
6133,18,12,85,23,24
6134,57,75,66,13,47
6135,75,18,65,46,54
6136,11,97,79,92,89
6137,46,14,33,32,69
6138,52,59,1,31,90
6139,16,46,49,88,12
6140,89,12,77,33,69
6141,100,20,52,38,73
6142,77,87,36,43,29
6143,24,61,1,2,26
6144,28,55,71,25,76
6145,7,31,77,32,4
6146,41,85,91,1,88
6147,32,96,53,73,11
6148,24,30,41,54,68
6149,31,16,61,40,81
6150,75,43,2,9,60
6151,15,15,44,76,78
6152,6,16,72,48,45
6153,85,34,60,1,34
6154,99,44,50,79,45
6155,51,45,82,44,18
6156,18,73,16,62,31
6157,96,25,91,34,49
6158,54,20,72,84,81
6159,58,57,13,74,4
6160,12,95,42,91,75
6161,31,67,42,100,87
6162,50,49,32,91,12
6163,7,21,8,88,25
6164,3,13,64,35,26
6165,29,95,53,75,77
6166,68,52,89,69,77
6167,24,34,5,50,48
6168,62,27,86,12,14
6169,29,30,67,11,77
6170,92,81,83,83,46
6171,75,67,36,80,7
6172,42,1,47,43,13
6173,97,95,77,75,72
6174,51,82,87,52,5
6175,43,17,54,17,24
